"","loc","year","month","effort"
"1294","LNER",2008,6,7.62
"1295","LNER",2008,7,12.86
"1296","LNER",2008,8,1.46
"1297","LNER",2009,6,7.69
"1298","LNER",2009,7,11.81
"1299","LNER",2009,8,5.08
"1300","MARV",2001,6,8.92
"1301","MARV",2001,7,9
"1302","MARV",2001,8,3
"1303","MARV",2002,6,13.75
"1304","MARV",2002,7,13.33
"1305","MARV",2002,8,4.5
"1306","MARV",2003,6,13.12
"1307","MARV",2003,7,13.5
"1308","MARV",2003,8,4.5
"1309","MARV",2004,6,22.62
"1310","MARV",2004,7,22.55
"1311","MARV",2004,8,7.75
"1312","MARV",2005,6,22.5
"1313","MARV",2005,7,22.38
"1314","MARV",2005,8,7.38
"1315","MARV",2006,6,22.25
"1316","MARV",2006,7,22.42
"1317","MARV",2006,8,7.17
"1318","MARV",2007,6,21.75
"1319","MARV",2007,7,21.39
"1320","MARV",2007,8,7.01
"1321","MARV",2008,6,21.5
"1322","MARV",2008,7,24.04
"1323","MARV",2008,8,4.25
"1324","MARV",2009,6,22.85
"1325","MARV",2009,7,19.33
"1326","MARV",2009,8,6.67
"1327","MARV",2010,6,13.38
"1328","MARV",2010,7,18.58
"1329","MARV",2010,8,5.5
"1330","MBBS",1997,5,2.5
"1331","MBBS",1997,6,4.93
"1332","MBBS",1997,7,7.5
"1333","MBBS",1997,8,2.5
"1334","MBBS",1998,5,2.5
"1335","MBBS",1998,6,5
"1336","MBBS",1998,7,7.5
"1337","MBBS",1998,8,2.5
"1338","MBBS",1999,6,7.5
"1339","MBBS",1999,7,7.5
"1340","MBBS",1999,8,2.5
"1341","MBBS",2000,6,8.25
"1342","MBBS",2000,7,10.75
"1343","MBBS",2001,6,7.4
"1344","MBBS",2001,7,8.22
"1345","MBBS",2001,8,2.75
"1346","MBBS",2002,6,8.25
"1347","MBBS",2002,7,8.17
"1348","MBBS",2002,8,2.75
"1349","MBBS",2003,5,2.75
"1350","MBBS",2003,6,5.5
"1351","MBBS",2003,7,8.25
"1352","MBBS",2003,8,2.75
"1353","MBBS",2004,5,2.75
"1354","MBBS",2004,6,5.25
"1355","MBBS",2004,7,8.25
"1356","MBBS",2004,8,2.75
"1357","MBBS",2005,6,7.79
"1358","MBBS",2005,7,8.25
"1359","MBBS",2005,8,2.75
"1360","MBBS",2006,5,2.5
"1361","MBBS",2006,6,5.25
"1362","MBBS",2006,7,8.17
"1363","MBBS",2006,8,2.75
"1364","MIDW",2006,7,5
"1365","MIDW",2006,8,2.5
"1366","MIDW",2007,5,5
"1367","MIDW",2007,6,7.5
"1368","MIDW",2007,7,7.5
"1369","MIDW",2007,8,2.46
"1370","MIDW",2008,5,5
"1371","MIDW",2008,6,7.5
"1372","MIDW",2008,7,7.5
"1373","MIDW",2008,8,2.5
"1374","MIDW",2009,5,5
"1375","MIDW",2009,6,6.25
"1376","MIDW",2009,7,9.38
"1377","MIDW",2010,5,5
"1378","MIDW",2010,6,7.29
"1379","MIDW",2010,7,7.5
"1380","MIDW",2010,8,2.5
"1381","MIDW",2011,5,5
"1382","MIDW",2011,6,7.5
"1383","MIDW",2011,7,7.5
"1384","MIDW",2011,8,2.5
"1385","MIDW",2012,5,5
"1386","MIDW",2012,6,7.5
"1387","MIDW",2012,7,7.5
"1388","MIDW",2012,8,2.5
"1389","MOWO",1994,6,7.5
"1390","MOWO",1994,7,7.25
"1391","MOWO",1994,8,7.5
"1392","MOWO",1995,6,7.5
"1393","MOWO",1995,7,7.5
"1394","MOWO",1995,8,7
"1395","MOWO",1996,6,7.25
"1396","MOWO",1996,7,7.5
"1397","MOWO",1996,8,7.25
"1398","MOWO",1997,5,2.25
"1399","MOWO",1997,6,6.75
"1400","MOWO",1997,7,6.75
"1401","MOWO",1998,6,7.5
"1402","MOWO",1998,7,5
"1403","MOWO",1998,8,5
"1404","MOWO",1999,6,7.25
"1405","MOWO",1999,7,6.75
"1406","MOWO",1999,8,2.25
"1407","MOWO",2000,6,7.5
"1408","MOWO",2000,7,10
"1409","MOWO",2001,6,7.5
"1410","MOWO",2001,7,7.5
"1411","MOWO",2001,8,2.5
"1412","MOWO",2002,6,6.75
"1413","MOWO",2002,7,9
"1414","MOWO",2003,6,6.75
"1415","MOWO",2003,7,6.75
"1416","MOWO",2003,8,2.25
"1417","MOWO",2004,6,6.75
"1418","MOWO",2004,7,6.75
"1419","MOWO",2004,8,2.25
"1420","MOWO",2005,6,4.5
"1421","MOWO",2005,7,9
"1422","MOWO",2005,8,2.25
"1423","MOWO",2006,5,2.25
"1424","MOWO",2006,6,4.5
"1425","MOWO",2006,7,6.75
"1426","MOWO",2006,8,2.25
"1427","MOWO",2007,6,6.75
"1428","MOWO",2007,7,9
"1429","MUIS",2007,5,2.71
"1430","MUIS",2007,6,6.14
"1431","MUIS",2007,7,5.03
"1432","MUIS",2008,5,4.52
"1433","MUIS",2008,6,6.94
"1434","MUIS",2008,7,7.15
"1435","MUIS",2008,8,2.5
"1436","MUIS",2009,5,6.74
"1437","MUIS",2009,6,6.86
"1438","MUIS",2009,7,6.94
"1439","MUIS",2009,8,2.33
"1440","MUIS",2010,5,5
"1441","MUIS",2010,6,6.6
"1442","MUIS",2010,7,9.78
"1443","MUIS",2011,5,4.17
"1444","MUIS",2011,6,7.43
"1445","MUIS",2011,7,7.07
"1446","MUIS",2011,8,2.08
"1447","MUIS",2012,5,5
"1448","MUIS",2012,6,5.07
"1449","MUIS",2012,7,6.46
"1450","MUIS",2012,8,2.5
"1451","NUBA",2004,6,6.58
"1452","NUBA",2004,7,3.94
"1453","NUBA",2004,8,1.88
"1454","NUBA",2005,6,6.69
"1455","NUBA",2005,7,6.75
"1456","NUBA",2005,8,2.25
"1457","NUBA",2006,6,9.06
"1458","NUBA",2006,7,9.75
"1459","NUBA",2006,8,3.25
"1460","NUBA",2007,6,9.17
"1461","NUBA",2007,7,9.14
"1462","NUBA",2007,8,2.92
"1463","NUBA",2008,6,8.25
"1464","NUBA",2008,7,9.5
"1465","NUBA",2008,8,2.5
"1466","NUBA",2009,6,9.75
"1467","NUBA",2009,7,11.25
"1468","NUBA",2009,8,3.75
"1469","NUBA",2010,6,10.23
"1470","NUBA",2010,7,10.25
"1471","NUBA",2010,8,3.75
"1472","NUBA",2011,6,10.69
"1473","NUBA",2011,7,13.25
"1474","NUBA",2011,8,3
"1475","NUBA",2012,6,9.44
"1476","NUBA",2012,7,13.5
"1477","NUBA",2012,8,4.5
"1478","POCO",2000,5,10.47
"1479","POCO",2000,6,9.17
"1480","POCO",2000,7,14.08
"1481","POCO",2000,8,6.67
"1482","POCO",2001,6,14.38
"1483","POCO",2001,7,16.53
"1484","POCO",2001,8,6.67
"1485","POCO",2002,6,14.08
"1486","POCO",2002,7,18.14
"1487","POCO",2002,8,6.03
"1488","POCO",2003,6,17.71
"1489","POCO",2003,7,18.82
"1490","POCO",2003,8,9.17
"1491","POCO",2004,6,14.1
"1492","POCO",2004,7,20
"1493","POCO",2004,8,8.19
"1494","POCO",2005,6,12.5
"1495","POCO",2005,7,12.43
"1496","POCO",2005,8,5
"1497","POCO",2006,6,14.44
"1498","POCO",2006,7,13.47
"1499","POCO",2006,8,5.97
"1500","POCO",2007,6,15.14
"1501","POCO",2007,7,16.11
"1502","POCO",2007,8,6.11
"1503","POCO",2008,6,17.64
"1504","POCO",2008,7,14.79
"1505","POCO",2008,8,7.5
"1506","POCO",2009,6,8.62
"1507","POCO",2009,7,7.29
"1508","POCO",2009,8,2.15
"1509","POWD",1992,6,4.97
"1510","POWD",1992,7,5.5
"1511","POWD",1992,8,10.01
"1512","POWD",1993,6,5.04
"1513","POWD",1993,7,5.58
"1514","POWD",1993,8,13.98
"1515","POWD",1994,6,3.67
"1516","POWD",1994,7,10.54
"1517","POWD",1994,8,18.06
"1518","POWD",1995,6,5.42
"1519","POWD",1995,7,8.86
"1520","POWD",1995,8,18.17
"1521","POWD",1996,6,5.5
"1522","POWD",1996,7,7.03
"1523","POWD",1996,8,20.93
"1524","POWD",1997,5,1.6
"1525","POWD",1997,6,3.67
"1526","POWD",1997,7,8.86
"1527","POWD",1997,8,3.21
"1528","POWD",1998,5,1.67
"1529","POWD",1998,6,3.33
"1530","POWD",1998,7,7.92
"1531","POWD",1998,8,2.92
"1532","POWD",1999,6,5
"1533","POWD",1999,7,6.67
"1534","POWD",1999,8,16.3
"1535","POWD",2000,6,5
"1536","POWD",2000,7,6.39
"1537","POWD",2000,8,9.38
"1538","POWD",2001,6,5
"1539","POWD",2001,7,6.53
"1540","POWD",2001,8,5
"1541","POWD",2002,6,5
"1542","POWD",2002,7,6.53
"1543","POWD",2002,8,5
"1544","POWD",2003,6,5
"1545","POWD",2003,7,6.67
"1546","POWD",2003,8,5
"1547","POWD",2004,5,1.67
"1548","POWD",2004,6,3.33
"1549","POWD",2004,7,6.67
"1550","POWD",2004,8,5
"1551","POWD",2005,5,1.67
"1552","POWD",2005,6,3.33
"1553","POWD",2005,7,8.33
"1554","POWD",2005,8,3.33
"1555","POWD",2006,5,1.67
"1556","POWD",2006,6,3.33
"1557","POWD",2006,7,8.33
"1558","POWD",2006,8,3.33
"1559","POWD",2007,5,0.78
"1560","POWD",2007,6,5
"1561","POWD",2007,7,8.33
"1562","POWD",2007,8,3.33
"1563","POWD",2008,6,5
"1564","POWD",2008,7,6.67
"1565","POWD",2008,8,3.33
"1566","PULS",2008,5,3.2
"1567","PULS",2008,6,2.17
"1568","PULS",2008,7,4.5
"1569","PULS",2008,8,1.5
"1570","PULS",2009,5,4.83
"1571","PULS",2009,6,1.5
"1572","PULS",2009,7,3
"1573","PULS",2009,8,1.12
"1574","PULS",2010,5,4.24
"1575","PULS",2010,6,3.85
"1576","PULS",2010,7,2.71
"1577","PULS",2011,5,4.42
"1578","PULS",2011,6,3
"1579","PULS",2011,7,5.29
"1580","PULS",2012,5,4.15
"1581","PULS",2012,6,4.5
"1582","PULS",2012,7,2.97
"1583","PULS",2012,8,1.32
"1584","RILE",1993,6,14.79
"1585","RILE",1993,7,9.86
"1586","RILE",1993,8,11.46
"1587","RILE",1994,6,20.56
"1588","RILE",1994,7,21.2
"1589","RILE",1994,8,7.85
"1590","RILE",1995,6,31.32
"1591","RILE",1995,7,36.55
"1592","RILE",1995,8,17.52
"1593","RILE",1996,6,36.19
"1594","RILE",1996,7,36.9
"1595","RILE",1996,8,17.05
"1596","RILE",1997,5,2.5
"1597","RILE",1997,6,36.03
"1598","RILE",1997,7,33.39
"1599","RILE",1997,8,8.99
"1600","RILE",1998,6,34.99
"1601","RILE",1998,7,29.18
"1602","RILE",1998,8,9.37
"1603","RILE",1999,6,35.03
"1604","RILE",1999,7,34.33
"1605","RILE",1999,8,10.58
"1606","RILE",2000,5,2.22
"1607","RILE",2000,6,33.13
"1608","RILE",2000,7,31.61
"1609","RILE",2000,8,7.62
"1610","RILE",2001,5,2.57
"1611","RILE",2001,6,33.06
"1612","RILE",2001,7,33.56
"1613","RILE",2001,8,6.02
"1614","RILE",2002,5,2.5
"1615","RILE",2002,6,31.35
"1616","RILE",2002,7,32.68
"1617","RILE",2002,8,5.81
"1618","RILE",2003,5,1.67
"1619","RILE",2003,6,5.97
"1620","RILE",2003,7,2.64
"1621","RILE",2003,8,1.39
"1622","RILE",2004,5,1.67
"1623","RILE",2004,6,3.33
"1624","RILE",2004,7,5.28
"1625","RILE",2004,8,1.39
"1626","RILE",2005,6,4.72
"1627","RILE",2005,7,4.03
"1628","RILE",2005,8,2.92
"1629","RILE",2005,9,2.5
"1630","RILE",2005,10,1.39
"1631","RILE",2006,6,5
"1632","RILE",2006,7,3.96
"1633","RILE",2006,8,1.25
"1634","SPAL",2001,5,5.14
"1635","SPAL",2001,6,7.71
"1636","SPAL",2001,7,7.22
"1637","SPAL",2001,8,2.5
"1638","SPAL",2002,5,5.07
"1639","SPAL",2002,6,7.5
"1640","SPAL",2002,7,7.5
"1641","SPAL",2002,8,2.5
"1642","SPAL",2003,5,5.35
"1643","SPAL",2003,6,7.5
"1644","SPAL",2003,7,7.64
"1645","SPAL",2003,8,2.5
"1646","SPAL",2004,5,5.14
"1647","SPAL",2004,6,7.57
"1648","SPAL",2004,7,7.57
"1649","SPAL",2004,8,2.5
"1650","SPAL",2005,5,5
"1651","SPAL",2005,6,7.5
"1652","SPAL",2005,7,5
"1653","SPAL",2005,8,2.5
"1654","SPAL",2006,5,7.5
"1655","SPAL",2006,6,5
"1656","SPAL",2006,7,7.5
"1657","SPAL",2006,8,2.5
"1658","SPAL",2007,5,2.5
"1659","SPAL",2007,6,10
"1660","SPAL",2007,7,7.5
"1661","SPAL",2007,8,2.5
"1662","SPAL",2008,5,5
"1663","SPAL",2008,6,7.5
"1664","SPAL",2008,7,7.5
"1665","SPAL",2008,8,2.5
"1666","SSNC",2001,5,1.25
"1667","SSNC",2001,6,3.75
"1668","SSNC",2001,7,3.75
"1669","SSNC",2001,8,1.25
"1670","SSNC",2002,5,1
"1671","SSNC",2002,6,3
"1672","SSNC",2002,7,2.83
"1673","SSNC",2002,8,1
"1674","SSNC",2003,5,1
"1675","SSNC",2003,6,1.83
"1676","SSNC",2003,7,2.83
"1677","SSNC",2003,8,1
"1678","SSNC",2004,6,4
"1679","SSNC",2004,7,2.75
"1680","SSNC",2005,5,2
"1681","SSNC",2005,6,3
"1682","SSNC",2005,7,3
"1683","SSNC",2005,8,1
"1684","SSNC",2006,5,0.83
"1685","SSNC",2006,6,1.83
"1686","SSNC",2006,7,2.58
"1687","SSNC",2006,8,1.42
"1688","SSNC",2007,6,2.83
"1689","SSNC",2007,7,2.67
"1690","SSNC",2007,8,0.92
"1691","SWIF",1994,5,24.58
"1692","SWIF",1994,6,41.75
"1693","SWIF",1994,7,41.81
"1694","SWIF",1994,8,22.35
"1695","SWIF",1995,5,32.08
"1696","SWIF",1995,6,46.2
"1697","SWIF",1995,7,49.07
"1698","SWIF",1995,8,20.81
"1699","SWIF",1996,5,33.62
"1700","SWIF",1996,6,43.04
"1701","SWIF",1996,7,38.94
"1702","SWIF",1996,8,26.34
"1703","SWIF",1997,5,35.38
"1704","SWIF",1997,6,48.39
"1705","SWIF",1997,7,46.72
"1706","SWIF",1997,8,12.56
"1707","SWIF",1998,5,34.29
"1708","SWIF",1998,6,40.78
"1709","SWIF",1998,7,41.44
"1710","SWIF",1998,8,6.69
"1711","SWIF",1999,5,29.47
"1712","SWIF",1999,6,43.98
"1713","SWIF",1999,7,32.82
"1714","SWIF",1999,8,1.58
"1715","SWIF",2000,5,22
"1716","SWIF",2000,6,37.28
"1717","SWIF",2000,7,35.83
"1718","SWIF",2000,8,6.17
"1719","SWIF",2001,5,17.42
"1720","SWIF",2001,6,42.47
"1721","SWIF",2001,7,38.97
"1722","SWIF",2001,8,8.6
"1723","SWIF",2002,5,26.42
"1724","SWIF",2002,6,37.19
"1725","SWIF",2002,7,30
"1726","SWIF",2002,8,11.94
"1727","SWIF",2003,5,32.22
"1728","SWIF",2003,6,40.89
"1729","SWIF",2003,7,28.58
"1730","SWIF",2003,8,6.53
"1731","SWIF",2004,5,32.92
"1732","SWIF",2004,6,56.17
"1733","SWIF",2004,7,54.42
"1734","SWIF",2004,8,9.41
"1735","SWIF",2005,5,32.34
"1736","SWIF",2005,6,48.7
"1737","SWIF",2005,7,45.65
"1738","SWIF",2005,8,8.69
"1739","SWIF",2006,5,40.82
"1740","SWIF",2006,6,27.93
"1741","SWIF",2006,7,49.77
"1742","SWIF",2006,8,3.95
"1743","SWIF",2007,5,32.06
"1744","SWIF",2007,6,40.8
"1745","SWIF",2007,7,44.85
"1746","SWIF",2007,8,15.88
"1747","SWIF",2008,5,31.67
"1748","SWIF",2008,6,41.43
"1749","SWIF",2008,7,45.06
"1750","SWIF",2008,8,8.08
"1751","SWIF",2009,5,34.67
"1752","SWIF",2009,6,45.88
"1753","SWIF",2009,7,33.49
"1754","SWIF",2009,8,8.69
"1755","TCFS",2001,6,6
"1756","TCFS",2001,7,6.5
"1757","TCFS",2001,8,2
"1758","TCFS",2002,6,5.25
"1759","TCFS",2002,7,6.19
"1760","TCFS",2002,8,2.25
"1761","TCFS",2003,6,6.75
"1762","TCFS",2003,7,6.75
"1763","TCFS",2003,8,2
"1764","TCFS",2004,5,2.25
"1765","TCFS",2004,6,4.62
"1766","TCFS",2004,7,6.75
"1767","TCFS",2004,8,2.25
"1768","TCFS",2005,6,7.12
"1769","TCFS",2005,7,6.69
"1770","TCFS",2005,8,2.31
"1771","TCFS",2006,6,6.75
"1772","TCFS",2006,7,6.75
"1773","TCFS",2006,8,2.25
"1774","TCFS",2007,6,6.75
"1775","TCFS",2007,7,6.75
"1776","TCFS",2007,8,2.25
"1777","TCFS",2008,6,6.71
"1778","TCFS",2008,7,6.5
"1779","TCFS",2008,8,2.25
"1780","TESS",2010,5,2.5
"1781","TESS",2010,6,7.18
"1782","TESS",2010,7,7.11
"1783","TESS",2010,8,1.81
"1784","TESS",2011,5,2.5
"1785","TESS",2011,6,8.31
"1786","TESS",2011,7,6.33
"1787","TESS",2012,5,2.5
"1788","TESS",2012,6,6.83
"1789","TESS",2012,7,6.54
"1790","TESS",2012,8,2.5
"1791","TRAC",2001,5,1.62
"1792","TRAC",2001,6,6
"1793","TRAC",2001,7,6
"1794","TRAC",2001,8,2
"1795","TRAC",2002,5,2
"1796","TRAC",2002,6,6
"1797","TRAC",2002,7,8
"1798","TRAC",2003,6,6
"1799","TRAC",2003,7,8
"1800","TRAC",2003,8,2
"1801","TRAC",2005,5,2
"1802","TRAC",2005,6,6
"1803","TRAC",2005,7,6
"1804","TRAC",2005,8,2
"1805","TRAC",2006,5,2
"1806","TRAC",2006,6,4
"1807","TRAC",2006,7,6.06
"1808","TRAC",2006,8,2
"1809","TRAC",2007,5,1.25
"1810","TRAC",2007,6,4.75
"1811","TRAC",2007,7,3.5
"1812","WASS",1999,5,5
"1813","WASS",1999,6,7.5
"1814","WASS",1999,7,6.46
"1815","WASS",1999,8,2.5
"1816","WASS",2000,5,4.79
"1817","WASS",2000,6,6.25
"1818","WASS",2000,7,5.83
"1819","WASS",2000,8,2.08
"1820","WASS",2001,5,4.51
"1821","WASS",2001,6,7.08
"1822","WASS",2001,7,6.53
"1823","WASS",2001,8,2.5
"1824","WASS",2002,5,5
"1825","WASS",2002,6,3.33
"1826","WASS",2002,7,6.25
"1827","WASS",2002,8,1.67
"1828","WASS",2003,5,4.17
"1829","WASS",2003,6,6.25
"1830","WASS",2003,7,4.17
"1831","WASS",2003,8,2.08
"1832","WASS",2004,5,4.1
"1833","WASS",2004,6,6.25
"1834","WASS",2004,7,5.83
"1835","WASS",2004,8,2.08
"1836","WASS",2005,5,4.17
"1837","WASS",2005,6,4.17
"1838","WASS",2005,7,3.75
"1839","WASS",2005,8,1.67
"1840","WASS",2006,5,4.17
"1841","WASS",2006,6,6.25
"1842","WASS",2006,7,6.25
"1843","WASS",2006,8,2.08
"1844","WASS",2007,5,4.33
"1845","WASS",2007,6,4.17
"1846","WASS",2007,7,4.17
"1847","WASS",2008,5,6.25
"1848","WASS",2008,6,4.17
"1849","WASS",2008,7,6.25
"1850","WASS",2008,8,2.08
"1851","WAWO",1992,6,6
"1852","WAWO",1992,7,8.67
"1853","WAWO",1992,8,1.67
"1854","WAWO",1993,6,4
"1855","WAWO",1993,7,8
"1856","WAWO",1993,8,4
"1857","WAWO",1994,6,7.67
"1858","WAWO",1994,7,10
"1859","WAWO",1994,8,4
"1860","WAWO",1995,6,6
"1861","WAWO",1995,7,6
"1862","WAWO",1995,8,6
"1863","WAWO",1996,6,8
"1864","WAWO",1996,7,4
"1865","WAWO",1996,8,8
"1866","WAWO",1997,8,8
"1867","WAWO",1998,5,2
"1868","WAWO",1998,6,6
"1869","WAWO",1998,7,6
"1870","WAWO",1998,8,2
"1871","WAWO",1999,5,2
"1872","WAWO",1999,6,6
"1873","WAWO",1999,7,6
"1874","WAWO",1999,8,2
"1875","WAWO",2000,6,6
"1876","WAWO",2000,7,6
"1877","WAWO",2000,8,2
"1878","WAWO",2001,5,2
"1879","WAWO",2001,6,6
"1880","WAWO",2001,7,6
"1881","WAWO",2001,8,2
"1882","WAWO",2002,6,6
"1883","WAWO",2002,7,6
"1884","WAWO",2002,8,2
"1885","WAWO",2003,6,6
"1886","WAWO",2003,7,6
"1887","WAWO",2003,8,2
"1888","WAWO",2004,6,6
"1889","WAWO",2004,7,6
"1890","WAWO",2004,8,2
"1891","WAWO",2005,6,6
"1892","WAWO",2005,7,6
"1893","WAWO",2005,8,2
"1894","WAWO",2006,6,4
"1895","WAWO",2006,7,6
"1896","WAWO",2006,8,2
"1897","WING",2002,5,2.5
"1898","WING",2002,6,5
"1899","WING",2002,7,7.5
"1900","WING",2002,8,2.5
"1901","WING",2003,5,2.5
"1902","WING",2003,6,5
"1903","WING",2003,7,6.94
"1904","WING",2003,8,1.81
"1905","WING",2004,5,2.5
"1906","WING",2004,6,4.75
"1907","WING",2004,7,7.08
"1908","WING",2004,8,2.5
"1909","WING",2005,6,9.75
"1910","WING",2005,7,12.73
"1911","WING",2006,5,3.25
"1912","WING",2006,6,3.25
"1913","WING",2006,7,12.21
"1914","WING",2006,8,2.71
"1915","WING",2007,6,13
"1916","WING",2007,7,6.05
"1917","WING",2007,8,3.16
"1918","WING",2008,6,9.75
"1919","WING",2008,7,9.13
"1920","WING",2008,8,3.25
"1921","WING",2009,6,9.75
"1922","WING",2009,7,9.68
"1923","WING",2009,8,2.98
